503642998832242689;Sun Aug 24 20:40:22 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503643711733891072;Sun Aug 24 20:43:12 +0000 2014;Breaking: Bradford's ACL was just strained until the CA Earthquake.  Tore it clean all the way from there. #MadeofGlass;MadeofGlass, 
503643683426533376;Sun Aug 24 20:43:06 +0000 2014;RT @RedCrossCRC: 2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJ…;napaquake, NAPA, 
503643780265046016;Sun Aug 24 20:43:29 +0000 2014;Prayers for all the folks subjected to  #napaquake;napaquake, 
503643776183959553;Sun Aug 24 20:43:28 +0000 2014;RT @GirishB: The California attitude towards earthquakes - spirit of Napa #napaearthquake #nbcbayarea http://t.co/e7TCDemE0C;napaearthquake, nbcbayarea, 
503643717891149824;Sun Aug 24 20:43:14 +0000 2014;RT @zaynmalwik: Strong earthquake knocks Napa Valley: Early-morning magnitude 6.0 temblor rattles residents of San Francisco B... http://t.…;
503643770974633985;Sun Aug 24 20:43:26 +0000 2014;RT @IAmJohnSparks: PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA;napaquake, 
503643720466845696;Sun Aug 24 20:43:14 +0000 2014;"Power has been restored to about 9,000 homes, 21,000 people are still without power." http://t.co/fJKbrdjw0V;
503643717480087552;Sun Aug 24 20:43:14 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503643778687963136;Sun Aug 24 20:43:28 +0000 2014;California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http://t.co/FoAmlHtrg4;
503643678821605376;Sun Aug 24 20:43:04 +0000 2014;RT @IAmJohnSparks: PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA;napaquake, 
503643798929670145;Sun Aug 24 20:43:33 +0000 2014;RT @anamericangod: hmm big earthquake in the napa valley where they make lots of alcohol wines. drinking alcohol is a sin. coincidence? rea…;
503643716465086464;Sun Aug 24 20:43:13 +0000 2014;RT @mgafni: Historic #Napa courthouse damage; loose masonry everywhere on this block #napaquake http://t.co/G0EjkX0Mtd;Napa, napaquake, 
503643757338578944;Sun Aug 24 20:43:23 +0000 2014;Hope all our homies in the #HempBeachNation who were apart of that California earthquake are all ok and safe! I... http://t.co/mGzszSBZeM;HempBeachNation, 
503643737126223872;Sun Aug 24 20:43:18 +0000 2014;RT @NapaCoRedCross: If you are cleaning up your home or business, make sure to protect yourself with gloves, shoes, long-sleeves, and pants…;
503643771553067008;Sun Aug 24 20:43:27 +0000 2014;RT @mgafni: Backside of historic downtown #Napa home folded all different ways #napaquake http://t.co/9f2nEliyJI;Napa, napaquake, 
503643675730407424;Sun Aug 24 20:43:04 +0000 2014;RT @Crypt0nymous: Choose the reasonable reaction:
State of Emergency declared after...
[✔️] -California earthquake.
[🚫] -death of unarmed t…;
503643789202694144;Sun Aug 24 20:43:31 +0000 2014;RT @IAmJohnSparks: PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA;napaquake, 
503643751961874432;Sun Aug 24 20:43:22 +0000 2014;Numerous Buildings Uninhabitable After Bay Area Earthquake   via @TheBlaze  http://t.co/PBx7rRQk6q;
503643712430542848;Sun Aug 24 20:43:12 +0000 2014;RT @kron4news: 2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJO …;napaquake, NAPA, VALLEJO, 
503643746265997312;Sun Aug 24 20:43:21 +0000 2014;RT @USGS: The 6.0 M near the Bay Area this morning was the largest quake to hit that area since the Loma Prieta earthquake almost 25 years …;
503643757494161408;Sun Aug 24 20:43:23 +0000 2014;RT @WatchCTVNews: Strongest earthquake in decades shakes California residents: http://t.co/R4qDuN8Vv6 http://t.co/8TKFXxqlIP;
503643693455134720;Sun Aug 24 20:43:08 +0000 2014;RT @Cal_OES: .@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake;Napa, 
503643697981169664;Sun Aug 24 20:43:09 +0000 2014;Praying for our California TBCS Family in the Bay area in the wake of the earthquake.  Hoping you and your families are safe.;
503643682860716032;Sun Aug 24 20:43:05 +0000 2014;RT @danielpunkass: Viral images of Napa wine fallen to the floor in quake. Don't mean to be callous, but did these wineries not know where …;
503643738468798465;Sun Aug 24 20:43:19 +0000 2014;"I'm a farmers wife, we're tough." -Capp Heritage tasting room owner calls the #napaquake heart wrenching http://t.co/rJuHA6lKpS;napaquake, 
503643686182596609;Sun Aug 24 20:43:06 +0000 2014;Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/LzstpEy6lu;napaquake, 
503643762690514944;Sun Aug 24 20:43:24 +0000 2014;RT @DailyBreezeNews: #NapaEarthquake: Southern California reacts to #BayAreaQuake  http://t.co/pDPN1BI4r0 #earthquake #napaquake #Napa http…;NapaEarthquake, BayAreaQuake, earthquake, napaquake, Napa, 
503643781603028994;Sun Aug 24 20:43:29 +0000 2014;RT @TheloniousCrunk: Yes that is a barrel in a forklift. #napa #earthquake http://t.co/PP9Ti2pMPT;napa, earthquake, 
503643731745320961;Sun Aug 24 20:43:17 +0000 2014;RT @sfchronicle: Update: Injury toll from #Napaquake has risen to 120. http://t.co/Ejj6x6QIFY http://t.co/K30rlaKwLP;Napaquake, 
503643795020582912;Sun Aug 24 20:43:32 +0000 2014;RT @nbcbayarea: Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http:…;napaquake, 
503643766679695361;Sun Aug 24 20:43:25 +0000 2014;RT @NapaCoRedCross: If you are cleaning up your home or business, make sure to protect yourself with gloves, shoes, long-sleeves, and pants…;
503643753245331456;Sun Aug 24 20:43:22 +0000 2014;ALERT: University of California, Berkeley ShakeAlert system gave 10-second warning of 'light' shaking before earthquake- mercnews ...;
503643777039204352;Sun Aug 24 20:43:28 +0000 2014;SURVEILLANCE VIDEOS: Cameras Capture South Napa Quake http://t.co/ozs2ycmup5 http://t.co/w51iKSDrME;
503643740553375744;Sun Aug 24 20:43:19 +0000 2014;RT @nbcbayarea: Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http:…;napaquake, 
503643675214499840;Sun Aug 24 20:43:04 +0000 2014;RT @SJVGrapes: Wow! It'll be a real puzzle organizing that room. RT @matthiassonwine: Will be barrel pickup sticks #napaearthquake http://t…;napaearthquake, 
503643683015888896;Sun Aug 24 20:43:05 +0000 2014;RT @JeffreyGuterman: MT @vickydnguyen: Skater finds upside to #earthquake damage in #Napa. Photo by Jeremy Carroll. http://t.co/vujP2A9Np2 …;
503643676950921216;Sun Aug 24 20:43:04 +0000 2014;RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…;nbcbayarea, 
503643692591095808;Sun Aug 24 20:43:08 +0000 2014;Strongest Earthquake in 25 Years Hits Northern California http://t.co/aZ8JvvjHJz;
503643746211090432;Sun Aug 24 20:43:21 +0000 2014;RT @Cal_OES: .@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake;Napa, 
503643784585158656;Sun Aug 24 20:43:30 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503643778063007744;Sun Aug 24 20:43:28 +0000 2014;RT @TheloniousCrunk: Yes that is a barrel in a forklift. #napa #earthquake http://t.co/PP9Ti2pMPT;napa, earthquake, 
503643777651974144;Sun Aug 24 20:43:28 +0000 2014;RT @owwash: Earthquake in Napa Valley CA http://t.co/LJLnxjSGjY #tlot #CApol #gop;tlot, CApol, gop, 
503643719061757952;Sun Aug 24 20:43:14 +0000 2014;Photo: Says it all #Everythingclosed due to #napaearthquake #Napa thx for free Bananas @traderjoes (at... http://t.co/EVFvMpvN3J;Everythingclosed, napaearthquake, Napa, 
503643730239180800;Sun Aug 24 20:43:17 +0000 2014;RT @USGS: The 6.0 M near the Bay Area this morning was the largest quake to hit that area since the Loma Prieta earthquake almost 25 years …;
503643687889272832;Sun Aug 24 20:43:07 +0000 2014;Strong Earthquake Rocks California http://t.co/LbXMvqRcLP;
503643685691858944;Sun Aug 24 20:43:06 +0000 2014;RT @SGVTribune: #NapaEarthquake: Mobile home park fire sends residents fleeing http://t.co/aqpGRabTZr #Earthquake #NapaQuake #Napa http://t…;NapaEarthquake, Earthquake, NapaQuake, Napa, 
503643674799255552;Sun Aug 24 20:43:03 +0000 2014;RT @NapaCoRedCross: If you are cleaning up your home or business, make sure to protect yourself with gloves, shoes, long-sleeves, and pants…;
503643733296824321;Sun Aug 24 20:43:17 +0000 2014;RT @mgafni: #Napa residents needing shelter, food, water can go to Crosswalk Church, 2590 1st St. Power is out, but getting generator #napa…;Napa, 
503643683267571712;Sun Aug 24 20:43:06 +0000 2014;Napa winery loses hundreds of bottles of wine after earthquake, including "priceless" blend: http://t.co/trshh4oggi http://t.co/wN4j9CQtpH;
503643676560863233;Sun Aug 24 20:43:04 +0000 2014;RT @EcoJive: Quake rocks California wine country, dozens injured http://t.co/24zt1sLtw5 #ff @EcoJive;ff, 
503643767325605888;Sun Aug 24 20:43:26 +0000 2014;RT @sociallyfein: I'm worried about my Cali tech friends...Dozens injured after California earthquake http://t.co/qtAlC4fHHv;
503643727294779392;Sun Aug 24 20:43:16 +0000 2014;RT @Cal_OES: .@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake;Napa, 
503643741270183936;Sun Aug 24 20:43:19 +0000 2014;RT @IAmJohnSparks: PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA;napaquake, 
503643759050260480;Sun Aug 24 20:43:24 +0000 2014;RT @Lyalldavenport: Building destroyed in napa #earthquake http://t.co/GjOsBEmZA8;earthquake, 
503643775164350465;Sun Aug 24 20:43:27 +0000 2014;I felt this from like all the way in alameda  #napaquake;napaquake, 
503643734299648002;Sun Aug 24 20:43:18 +0000 2014;RT @danmachen: Skater finds upside to #earthquake damage in #Napa. Photo by Jeremy Carroll. http://t.co/c8o9NlZx9D via @vickydnguyen;earthquake, Napa, 
503643740633038850;Sun Aug 24 20:43:19 +0000 2014;Biggest Quake in 25 Years Spurs N. Calif. State of Emergency - ABC News http://t.co/e1z2p1DR4V (via @ABC)
★★★★★ CALIFORNIA !  ★★★★★;
503643782391136256;Sun Aug 24 20:43:29 +0000 2014;RT @latimes: Wineries and other businesses in Northern California's wine country assess damage after today's earthquake http://t.co/F8CZDfo…;
503643730877100032;Sun Aug 24 20:43:17 +0000 2014;RT @ArizonaNewsnet: Yuma CBS: The latest on damaging earthquake in California http://t.co/GHkOZ1eWRy;
503643746777722881;Sun Aug 24 20:43:21 +0000 2014;RT @kymwhitley: Prayers to those impacted by the #napaearthquake;napaearthquake, 
503643755560185856;Sun Aug 24 20:43:23 +0000 2014;“@CBSSacramento: California winemakers cleaning up after #NapaQuake http://t.co/t60DkHscRG http://t.co/g3tpPp80Bp”- bring your straws!;NapaQuake, 
503643726351450112;Sun Aug 24 20:43:16 +0000 2014;RT @IAmJohnSparks: PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA;napaquake, 
503643676518543360;Sun Aug 24 20:43:04 +0000 2014;Strong Earthquake Rocks California http://t.co/2V9yA6tFuP;
503643703249235968;Sun Aug 24 20:43:10 +0000 2014;RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369;napa, earthquake, 
503643773385969664;Sun Aug 24 20:43:27 +0000 2014;RT @cnnbrk: California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea…;
503643732810289152;Sun Aug 24 20:43:17 +0000 2014;RT @RobMayeda: #NapaQuake areas geologically prone to enhanced shaking w/ soft mud, silt or fill below (yellow/red) @nbcbayarea http://t.co…;NapaQuake, 
503643693186695168;Sun Aug 24 20:43:08 +0000 2014;RT @Cal_OES: California's State Operations Center fully activated coordinating emergency assistance #earthquake http://t.co/W0DGCe39SO;earthquake, 
503643727491907584;Sun Aug 24 20:43:16 +0000 2014;RT @kgoradio: Hole in the courthouse following earthquake in Napa http://t.co/y4OXpI6bQ3;
503643927124406273;Sun Aug 24 20:44:04 +0000 2014;RT @NBCPhiladelphia: Napa winery loses hundreds of bottles of wine after earthquake, including "priceless" blend: http://t.co/trshh4oggi ht…;
503643829656768512;Sun Aug 24 20:43:40 +0000 2014;Whoa! RT: @ABC: Sunday morning earthquake is strongest in San Francisco Bay area since 1989: http://t.co/JKTPwyJ6w7 - (Corrects to Bay area);
503643903191302145;Sun Aug 24 20:43:58 +0000 2014;RT @spiritandwine: Photo: Says it all #Everythingclosed due to #napaearthquake #Napa thx for free Bananas @traderjoes (at... http://t.co/EV…;Everythingclosed, napaearthquake, Napa, 
503643832387661825;Sun Aug 24 20:43:41 +0000 2014;RT @kron4news: 2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJO …;napaquake, NAPA, VALLEJO, 
503643799323541504;Sun Aug 24 20:43:33 +0000 2014;Dozens injured, 6 critically, after strong earthquake in California http://t.co/tybunch2VF;
503643809310593024;Sun Aug 24 20:43:36 +0000 2014;RT @cnnbrk: California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea…;
503643870563794944;Sun Aug 24 20:43:50 +0000 2014;RT @digWiki: #earthquake California has the longest list by far:
http://t.co/tfORSnrhzx;earthquake, 
503643893108183040;Sun Aug 24 20:43:56 +0000 2014;RT @TheEllenShow: Hoping that everyone involved in the Napa #earthquake is okay. Thank you to all the incredible rescue workers.;earthquake, 
503643817929879552;Sun Aug 24 20:43:38 +0000 2014;RT @theblaze: At least 15 buildings are no longer inhabitable after Sunday’s 6.1 magnitude Bay Area earthquake, officials said:
http://t.co…;
503643902763876354;Sun Aug 24 20:43:58 +0000 2014;RT @TheDailyEdge: Despite record drought and new 6.1 earthquake, frackers in #California still wasting water and causing massive undergroun…;California, 
503643902495031297;Sun Aug 24 20:43:58 +0000 2014;RT @AlexSavidge: Massive fire burns mobile home comm, Hwy 29/Orchard. Dozen homes damaged, sparked by ruptured gas lines #napaquake http://…;napaquake, 
503643896413696000;Sun Aug 24 20:43:56 +0000 2014;Looking at all the wine bottles on the floors in Napa...isn't there a more secure way to store valuable merchandise in quake country?;
503643887169454081;Sun Aug 24 20:43:54 +0000 2014;@mrsfadeji @rmjohnson45 West Park’s a mess. Hopefully it’s not structural. We were supposed to be retrofitted, but no $. #napaearthquake;napaearthquake, 
503643873353007104;Sun Aug 24 20:43:51 +0000 2014;RT @MaryLeeKING5: #Napaquake update: More than 100 people injured, 6 in critical condition according to @SFGate.;Napaquake, 
503643800926183424;Sun Aug 24 20:43:34 +0000 2014;RT @abc7newsBayArea: Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake;quake, SouthNapaQuake, 
503643800208547840;Sun Aug 24 20:43:33 +0000 2014;Reported structures to have sustained damage in Vallejo is 41. 16 confirmed water main breaks in #napaquake;napaquake, 
503643908438786050;Sun Aug 24 20:43:59 +0000 2014;Strong California quake causes injuries, damage http://t.co/0MdrjBsA8H via Yahoo!;
503643851643686912;Sun Aug 24 20:43:46 +0000 2014;RT @CDCemergency: The quake in #Napa is a good reminder to review what to do during an #earthquake. http://t.co/F4djtncj4M;Napa, earthquake, 
503643883377410048;Sun Aug 24 20:43:53 +0000 2014;RT @femaregion9: Expect aftershocks after the #napa #earthquake Usually less violent than main quake but can damage weakened structures.;napa, earthquake, 
503643876461400064;Sun Aug 24 20:43:52 +0000 2014;RT @Tweetbrk: LATEST UPDATE: 100 people injured, 6 people in critical condition after 6.0 #napaquake http://t.co/B8J5EQ1Rr9 @SFGate http://…;napaquake, 
503643850775494656;Sun Aug 24 20:43:45 +0000 2014;RT @markusoff: NOT NAPA, YOU MONSTERS!! http://t.co/uHWvrlVxsm (photo by Getty Images/latimes.com) http://t.co/XpQIALTQy9;
503643889648287749;Sun Aug 24 20:43:55 +0000 2014;RT @AndreaKuszewski: Skaters gonna skate "@stevesilberman: If you missed it: Napa skaters abide. [pic:Jeremy Carroll via @neetzan] #quake h…;quake, 
503643844811169792;Sun Aug 24 20:43:44 +0000 2014;RT @FoxNews: 6.0-magnitude #earthquake that rocked northern Calif. is largest to hit since 1989. #napaquake http://t.co/QLEh5Zl8uA http://t…;earthquake, napaquake, 
503643840121536514;Sun Aug 24 20:43:43 +0000 2014;RT @IAmJohnSparks: PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA;napaquake, 
503643818466754562;Sun Aug 24 20:43:38 +0000 2014;RT @NVR_Photo: Damaged carport from #NapaQuake looks like close to 10 cars damaged http://t.co/qQX9sjkulU;NapaQuake, 
503643895666720768;Sun Aug 24 20:43:56 +0000 2014;RT @AlisonBing: Gotta love #California - #Napa dudes look at #earthquake damage, and see a skate park. RT @vickydnguyen http://t.co/OJJMlny…;California, Napa, earthquake, 
503643801093558272;Sun Aug 24 20:43:34 +0000 2014;RT @MaryLeeKING5: #Napaquake update: More than 100 people injured, 6 in critical condition according to @SFGate.;Napaquake, 
503643806013857793;Sun Aug 24 20:43:35 +0000 2014;RT @djrottenrobbie: Napa Wine Collective aka Sam Kee Laundry building &amp; Plaza Hotel are severely damaged. #napaearthquake #earthquake http:…;napaearthquake, earthquake, 
